Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Unit_Price,Discount,Sales,Cost,Region,State,City,Sales_Channel,Shipping_Mode,Delivery_Days,Payment_Method,Order_Status,Profit ,,,
O00354,7/26/2025,C0494,P006,4,16301,35,45642.8,57663.66,West,Maharashtra,Pune,Marketplace,Express,3,Card,Delivered,-12020.86,,,
O00355,19/01/2025,C0330,P035,1,28501,0,28501,22429.83,West,Telangana,Hyderabad,Mobile App,Express,2,Card,Delivered,6071.17,,,
O02482,11/20/2025,Unknown,P049,5,19014,-5,95070,68369.12,North,Karnataka,Bengaluru,Mobile App,Express,3,Card,Delivered,26700.88,,,
O00357,26/10/2025,C0322,P044,2,23866,-5,47732,39383.57,West,Telangana,Hyderabad,Marketplace,Standard,6,Net Banking,Cancelled,8348.43,,,
O00358,6/12/2025,C0343,P029,1,31226,30,21858.2,29137.81,South,Telangana,Hyderabad,Marketplace,Express,4,UPI,Delivered,-7279.61,,,
O00359,12/2/2025,C0450,P022,1,5825,-5,5825,4749.59,East,Telangana,Hyderabad,Mobile App,Express,1,Net Banking,Delivered,1075.41,,,
O00360,7/9/2025,C0103,P022,4,37468,0,149872,135421.88,North,Telangana,Hyderabad,Mobile App,Same Day,6,COD,Delivered,14450.12,,,
O00361,3/19/2025,C0110,P001,5,17151,10,77179.5,53535.52,North,Telangana,Hyderabad,Website,Express,3,Card,Cancelled,23643.98,,,
O00362,10/14/2025,C0177,P012,5,7797,0,38985,34393.33,South,Telangana,Hyderabad,Website,Standard,3,UPI,Delivered,4591.67,,,
O00363,3/1/2025,C0345,P032,2,11611,5,22060.9,15682.64,South,Maharashtra,Mumbai,Mobile App,Standard,1,Card,Delivered,6378.26,,,
O00199,11/13/2025,C0113,P038,2,29781,-5,59562,47171.69,North,Telangana,Hyderabad,Website,Express,3,UPI,Cancelled,12390.31,,,
O00365,4/6/2025,C0158,P046,1,31272,5,29708.4,28927.17,North,Telangana,Hyderabad,Mobile App,Standard,4,COD,Delivered,781.23,,,
O00366,13/02/2025,C0336,P020,3,36451,25,82014.75,71865.85,North,Telangana,Hyderabad,Mobile App,Express,3,UPI,Delivered,10148.9,,,
O00367,9/28/2025,C0315,P020,5,7907,0,39535,36636.14,East,Telangana,Hyderabad,Mobile App,Express,6,Card,Delivered,2898.86,,,
O00368,12/16/2025,C0453,P033,1,23878,15,20296.3,14778.38,West,Maharashtra,Pune,Website,Express,2,Card,Cancelled,5517.92,,,
O00369,27/02/2025,C0495,P025,3,2557,30,5369.7,6201.99,West,Telangana,Hyderabad,Mobile App,Express,4,Card,Delivered,-832.29,,,
O00370,27/07/2025,C0332,P003,5,36198,0,180990,131330.52,West,Karnataka,Bengaluru,Website,Express,1,Card,Delivered,49659.48,,,
O00371,8/5/2025,C0008,P039,5,24237,0,121185,76826.46,South,Telangana,Hyderabad,Marketplace,Express,3,UPI,Delivered,44358.54,,,
O00372,30/06/2025,C0056,P010,3,48144,25,108324,131382.41,North,Karnataka,Bengaluru,Marketplace,Express,6,COD,Delivered,-23058.41,,,
O00373,11/11/2025,C0258,P025,4,14655,0,58620,48282.19,North,Karnataka,Bengaluru,Mobile App,Standard,2,Card,Cancelled,10337.81,,,
O00374,4/11/2025,C0287,P032,1,39009,-5,39009,31883.54,East,Karnataka,Bengaluru,Mobile App,Standard,6,COD,Cancelled,7125.46,,,
O00375,6/8/2025,C0422,P008,3,16011,25,36024.75,38347.4,West,Telangana,Hyderabad,Mobile App,Express,2,Card,Cancelled,-2322.65,,,
O00376,11/1/2025,C0109,P020,3,33699,-5,101097,95579.19,South,Maharashtra,Mumbai,Mobile App,Express,7,Card,Cancelled,5517.81,,,
O00377,7/21/2025,C0423,P020,4,42467,15,144387.8,124580.51,South,Telangana,Hyderabad,Marketplace,Express,4,Card,Delivered,19807.29,,,
O00378,24/07/2025,C0365,P039,3,22401,0,67203,43240.76,South,Telangana,Hyderabad,Mobile App,Standard,6,COD,Delivered,23962.24,,,
O00379,3/5/2025,C0381,P037,5,39833,0,199165,151623.63,North,Telangana,Hyderabad,Marketplace,Express,5,COD,Cancelled,47541.37,,,
O00380,12/2/2025,C0248,P033,1,21567,35,15096.9,13235.9,North,Telangana,Hyderabad,Marketplace,Express,7,Net Banking,Cancelled,1861,,,
O00381,11/11/2025,C0174,P008,1,27093,20,21674.4,19641.62,North,Telangana,Hyderabad,Marketplace,Standard,6,COD,Delivered,2032.78,,,
O00382,5/3/2025,C0113,P030,3,36707,20,88096.8,72554.87,East,Karnataka,Bengaluru,Website,Same Day,3,Card,Delivered,15541.93,,,
O00383,9/7/2025,C0029,P036,1,27519,0,27519,20233.39,East,Maharashtra,Mumbai,Marketplace,Standard,3,COD,Cancelled,7285.61,,,
O00384,8/24/2025,C0029,P005,4,12206,0,48824,45802.25,South,Telangana,Hyderabad,Marketplace,Express,6,Card,Delivered,3021.75,,,
O00385,1/23/2025,C0010,P022,2,35960,10,64728,48783.2,West,Telangana,Hyderabad,Website,Standard,7,COD,Delivered,15944.8,,,
O00386,6/24/2025,C0252,P035,2,4310,25,6465,6598.04,East,Karnataka,Bengaluru,Website,Express,6,UPI,Cancelled,-133.04,,,
O00387,9/7/2025,C0366,P029,3,28557,5,81387.45,60552.69,East,Telangana,Hyderabad,Marketplace,Express,2,Card,Delivered,20834.76,,,
O00388,13/01/2025,C0265,P028,3,41069,25,92405.25,108727.42,East,Telangana,Hyderabad,Marketplace,Express,3,Net Banking,Delivered,-16322.17,,,
O00389,9/17/2025,C0372,P028,1,6300,25,4725,5633.82,East,Maharashtra,Pune,Marketplace,Standard,4,Card,Cancelled,-908.82,,,
O00390,10/28/2025,C0385,P004,1,42132,15,35812.2,38767.08,East,Maharashtra,Mumbai,Mobile App,Express,7,Net Banking,Cancelled,-2954.88,,,
O00391,18/04/2025,C0325,P013,4,11962,30,33493.6,44909.41,North,Telangana,Hyderabad,Mobile App,Standard,4,COD,Delivered,-11415.81,,,
O00392,7/4/2025,Unknown,P015,1,3403,20,2722.4,2970.13,East,Telangana,Hyderabad,Website,Express,4,COD,Delivered,-247.73,,,
O00393,18/08/2025,C0326,P050,5,31733,35,111065.5,146586.81,West,Karnataka,Bengaluru,Website,Standard,1,Net Banking,Cancelled,-35521.31,,,
O00394,2/12/2025,C0110,P003,1,16585,25,12438.75,12095.22,South,Telangana,Hyderabad,Mobile App,Standard,7,Net Banking,Delivered,343.53,,,
O00395,3/2/2025,C0054,P013,4,9720,15,33048,27076.7,North,Telangana,Hyderabad,Website,Standard,4,Net Banking,Delivered,5971.3,,,
O00396,5/14/2025,C0360,P030,4,24625,5,93575,77129.78,East,Karnataka,Bengaluru,Website,Express,3,Card,Cancelled,16445.22,,,
O00397,12/8/2025,C0199,P032,2,48890,35,68446,79849.36,South,Telangana,Hyderabad,Website,Express,1,COD,Delivered,-11403.36,,,
O00398,12/3/2025,C0144,P004,3,49854,5,142083.9,124691.51,South,Telangana,Hyderabad,Mobile App,Standard,1,Card,Delivered,17392.39,,,
O00399,26/05/2025,C0217,P049,3,15466,5,44078.1,41021.15,South,Telangana,Hyderabad,Website,Express,1,UPI,Cancelled,3056.95,,,
O00400,12/23/2025,C0478,P049,5,6923,30,24230.5,24078.19,East,Telangana,Hyderabad,Mobile App,Express,7,Net Banking,Delivered,152.31,,,
O00401,12/9/2025,C0397,P016,5,26828,30,93898,103005.39,East,Karnataka,Bengaluru,Mobile App,Standard,5,COD,Delivered,-9107.39,,,
O00402,6/14/2025,C0039,P007,5,21279,35,74476.5,99446.06,North,Telangana,Hyderabad,Mobile App,Express,1,COD,Delivered,-24969.56,,,
O00403,1/12/2025,C0046,P003,1,1794,0,1794,1461.11,North,Telangana,Hyderabad,Website,Standard,3,Net Banking,Delivered,332.89,,,
O00404,1/25/2025,C0195,P021,5,5684,0,28420,22403.91,West,Telangana,Hyderabad,Marketplace,Express,1,Card,Cancelled,6016.09,,,
O00405,2/27/2025,C0223,P045,1,10215,35,7150.5,6358.52,East,Telangana,Hyderabad,Mobile App,Express,6,Card,Delivered,791.98,,,
O00406,3/26/2025,C0037,P033,3,4460,20,10704,12679.35,South,Telangana,Hyderabad,Website,Express,4,Card,Delivered,-1975.35,,,
O00407,7/7/2025,C0190,P012,3,46165,25,103871.25,128412.97,North,Telangana,Hyderabad,Website,Express,5,UPI,Cancelled,-24541.72,,,
O00408,12/22/2025,C0387,P015,2,3287,20,5259.2,4526.35,West,Maharashtra,Mumbai,Mobile App,Express,4,COD,Delivered,732.85,,,
O00409,2/28/2025,C0417,P030,3,13468,25,30303,29320.99,West,Telangana,Hyderabad,Mobile App,Standard,5,UPI,Delivered,982.01,,,
O00410,2/26/2025,C0098,P024,3,34919,0,104757,70508.39,North,Telangana,Hyderabad,Marketplace,Express,4,Net Banking,Delivered,34248.61,,,
O00411,4/16/2025,C0203,P013,1,25817,5,24526.15,20711.86,East,Telangana,Hyderabad,Mobile App,Express,6,Card,Delivered,3814.29,,,
O00412,12/1/2025,C0332,P028,2,14937,35,20911.8,27294.81,North,Telangana,Hyderabad,Mobile App,Express,7,Net Banking,Delivered,-6383.01,,,
O00413,8/27/2025,Unknown,P010,3,42535,10,114844.5,112918.92,East,Telangana,Hyderabad,Mobile App,Same Day,5,Card,Delivered,1925.58,,,
O00414,16/10/2025,C0367,P031,1,15174,5,14415.3,11400.63,West,Telangana,Hyderabad,Marketplace,Express,4,Card,Delivered,3014.67,,,
O00415,28/09/2025,C0336,P023,5,39950,-5,199750,161844.64,South,Telangana,Hyderabad,Marketplace,Standard,1,Card,Delivered,37905.36,,,
O00416,11/5/2025,C0151,P032,4,5343,20,17097.6,14281.07,West,Telangana,Hyderabad,Marketplace,Same Day,5,COD,Delivered,2816.53,,,
O00417,8/20/2025,C0137,P048,2,44150,-5,88300,57656.76,East,Telangana,Hyderabad,Website,Standard,4,UPI,Cancelled,30643.24,,,
O00418,6/22/2025,C0174,P031,2,10022,35,14030.8,18832.42,West,Telangana,Hyderabad,Mobile App,Express,5,COD,Cancelled,-4801.62,,,
O00419,12/12/2025,C0101,P029,2,45476,5,86404.4,79589.79,West,Maharashtra,Mumbai,Mobile App,Standard,7,COD,Cancelled,6814.61,,,
O00420,25/12/2025,C0256,P019,1,31605,25,23703.75,28249.4,West,Telangana,Hyderabad,Marketplace,Express,5,Card,Delivered,-4545.65,,,
O00421,12/19/2025,C0162,P020,3,20293,25,45659.25,57497.52,South,Telangana,Hyderabad,Website,Standard,5,UPI,Delivered,-11838.27,,,
O00422,3/24/2025,C0210,P002,5,39654,35,138789,129721.81,South,Telangana,Hyderabad,Website,Express,5,UPI,Cancelled,9067.19,,,
O00423,12/10/2025,C0440,P041,4,25390,35,71092,81420.3,West,Telangana,Hyderabad,Website,Express,7,UPI,Delivered,-10328.3,,,
O00424,6/7/2025,C0342,P032,1,14611,15,12419.35,12233.91,North,Telangana,Hyderabad,Mobile App,Standard,2,Net Banking,Delivered,185.44,,,
O00425,5/4/2025,C0280,P011,2,20413,0,40826,34628.19,South,Telangana,Hyderabad,Mobile App,Express,2,Net Banking,Delivered,6197.81,,,
O00426,24/05/2025,C0249,P018,1,48056,35,33639.2,41601.31,West,Karnataka,Bengaluru,Marketplace,Express,3,Card,Cancelled,-7962.11,,,
O00427,3/21/2025,C0074,P028,4,10880,10,39168,35464.97,East,Telangana,Hyderabad,Mobile App,Standard,4,Card,Delivered,3703.03,,,
O00428,3/28/2025,C0384,P049,5,15084,20,60336,48417.56,East,Maharashtra,Pune,Mobile App,Standard,4,Card,Delivered,11918.44,,,
O00429,27/06/2025,C0017,P041,5,36801,20,147204,127501.41,South,Maharashtra,Mumbai,Mobile App,Standard,4,COD,Delivered,19702.59,,,
O00430,4/3/2025,C0178,P047,4,7895,10,28422,26834.34,North,Telangana,Hyderabad,Mobile App,Express,1,UPI,Cancelled,1587.66,,,
O00431,3/29/2025,C0318,P001,3,21008,20,50419.2,59174.48,West,Maharashtra,Mumbai,Marketplace,Same Day,6,Card,Cancelled,-8755.28,,,
O00432,26/12/2025,C0264,P032,2,2807,20,4491.2,3975.14,West,Telangana,Hyderabad,Marketplace,Standard,2,Card,Delivered,516.06,,,
O00433,6/2/2025,C0360,P025,1,30925,-5,30925,21093.36,West,Maharashtra,Mumbai,Mobile App,Standard,2,Card,Delivered,9831.64,,,
O00434,22/04/2025,C0296,P026,2,49177,0,98354,88469.91,East,Maharashtra,Pune,Website,Standard,6,Net Banking,Delivered,9884.09,,,
O00435,6/27/2025,C0121,P012,1,43752,5,41564.4,27358.33,North,Telangana,Hyderabad,Mobile App,Express,5,COD,Cancelled,14206.07,,,
O00436,5/3/2025,C0148,P017,2,36154,25,54231,50985.89,North,Karnataka,Bengaluru,Website,Express,4,Net Banking,Delivered,3245.11,,,
O00437,10/9/2025,C0434,P028,3,45445,35,95434.5,97995.3,East,Karnataka,Bengaluru,Mobile App,Express,7,UPI,Delivered,-2560.8,,,
O00438,3/22/2025,C0161,P039,1,9239,35,6467.3,6150.91,North,Telangana,Hyderabad,Mobile App,Standard,5,Card,Delivered,316.39,,,
O00439,5/8/2025,C0088,P035,5,36934,35,129269,111710.26,West,Telangana,Hyderabad,Mobile App,Express,7,COD,Delivered,17558.74,,,
O00440,2/9/2025,C0153,P013,1,14890,20,11912,11343.94,North,Telangana,Hyderabad,Website,Express,6,Card,Cancelled,568.06,,,
O00441,5/18/2025,C0301,P009,1,7054,10,6348.6,6155.55,West,Telangana,Hyderabad,Marketplace,Standard,3,Card,Delivered,193.05,,,
O00442,2/21/2025,C0188,P032,4,22650,0,90600,83682.95,East,Maharashtra,Mumbai,Mobile App,Express,2,Card,Delivered,6917.05,,,
O00443,4/5/2025,C0485,P027,5,42862,10,192879,162472.05,North,Telangana,Hyderabad,Marketplace,Express,1,Net Banking,Delivered,30406.95,,,
O00444,6/27/2025,Unknown,P026,3,3627,30,7616.7,6693.27,South,Karnataka,Bengaluru,Mobile App,Express,7,UPI,Cancelled,923.43,,,
O00445,7/9/2025,C0113,P024,2,8825,30,12355,15712.93,South,Telangana,Hyderabad,Marketplace,Express,2,Net Banking,Delivered,-3357.93,,,
O00446,2/12/2025,C0378,P034,5,4667,20,18668,16720.17,East,Telangana,Hyderabad,Marketplace,Express,3,Net Banking,Delivered,1947.83,,,
O00447,6/10/2025,C0001,P005,1,33877,30,23713.9,24312.12,East,Telangana,Hyderabad,Mobile App,Same Day,1,UPI,Delivered,-598.22,,,
O00448,6/25/2025,C0005,P009,4,49696,30,139148.8,183135.32,North,Telangana,Hyderabad,Website,Same Day,4,Card,Delivered,-43986.52,,,
O00449,2/23/2025,C0307,P018,3,43809,0,131427,88758.29,West,Karnataka,Bengaluru,Website,Express,2,COD,Delivered,42668.71,,,
O00450,1/20/2025,C0300,P024,5,5865,0,29325,24274.91,West,Telangana,Hyderabad,Mobile App,Express,6,Net Banking,Cancelled,5050.09,,,
O00451,24/07/2025,C0476,P040,1,17341,20,13872.8,13709.65,West,Telangana,Hyderabad,Mobile App,Express,5,Net Banking,Delivered,163.15,,,
O00452,10/15/2025,C0457,P039,3,12285,0,36855,25892.48,East,Telangana,Hyderabad,Mobile App,Express,7,Card,Delivered,10962.52,,,
O00453,1/20/2025,C0167,P037,3,38503,20,92407.2,77727.24,West,Telangana,Hyderabad,Marketplace,Express,5,Card,Cancelled,14679.96,,,
O01751,5/5/2025,C0316,P050,3,23165,20,55596,48309.33,North,Telangana,Hyderabad,Mobile App,Express,1,COD,Cancelled,7286.67,,,
O00455,8/11/2025,C0062,P045,1,2040,10,1836,1911.89,East,Telangana,Hyderabad,Marketplace,Standard,2,Card,Cancelled,-75.89,,,
O00456,6/9/2025,C0462,P048,2,49953,5,94910.7,64043.41,South,Telangana,Hyderabad,Marketplace,Standard,1,Card,Delivered,30867.29,,,
O00457,10/1/2025,C0394,P011,4,18233,5,69285.4,65824.6,North,Telangana,Hyderabad,Marketplace,Standard,1,Net Banking,Cancelled,3460.8,,,
O00458,3/13/2025,C0453,P044,2,3358,25,5037,4938.17,North,Telangana,Hyderabad,Marketplace,Express,1,UPI,Cancelled,98.83,,,
O00459,3/1/2025,C0494,P048,5,39744,25,149040,173901.03,South,Telangana,Hyderabad,Marketplace,Standard,5,Net Banking,Delivered,-24861.03,,,
O00460,4/22/2025,C0282,P031,3,13659,0,40977,36089.65,East,Telangana,Hyderabad,Mobile App,Express,5,UPI,Delivered,4887.35,,,
O00461,3/7/2025,C0056,P003,2,6357,30,8899.8,9204.05,North,Karnataka,Bengaluru,Website,Standard,1,UPI,Cancelled,-304.25,,,
O00462,4/14/2025,C0403,P020,3,32039,10,86505.3,86604.94,North,Telangana,Hyderabad,Website,Express,4,UPI,Delivered,-99.64,,,
O00463,4/26/2025,C0344,P037,4,30398,20,97273.6,111430.85,South,Maharashtra,Mumbai,Website,Express,4,Card,Cancelled,-14157.25,,,
O00464,19/01/2025,C0425,P016,5,39458,0,197290,172029.39,South,Maharashtra,Mumbai,Website,Express,6,UPI,Cancelled,25260.61,,,
O00465,18/09/2025,C0147,P028,1,24312,5,23096.4,17089.24,West,Telangana,Hyderabad,Mobile App,Express,1,UPI,Delivered,6007.16,,,
O00466,31/07/2025,C0459,P028,1,22353,5,21235.35,20500.54,East,Maharashtra,Pune,Website,Standard,2,UPI,Delivered,734.81,,,
O00467,9/5/2025,C0263,P018,2,38061,25,57091.5,51372.63,South,Telangana,Hyderabad,Mobile App,Standard,6,Card,Delivered,5718.87,,,
O00468,11/2/2025,C0456,P046,1,6197,0,6197,5229.81,South,Maharashtra,Pune,Website,Express,1,Card,Delivered,967.19,,,
O00469,9/29/2025,C0248,P016,4,9160,10,32976,28858.31,North,Telangana,Hyderabad,Mobile App,Standard,1,Net Banking,Delivered,4117.69,,,
O00470,9/23/2025,C0025,P013,2,33510,15,56967,50830.02,East,Telangana,Hyderabad,Mobile App,Same Day,4,Card,Cancelled,6136.98,,,
O00471,7/18/2025,C0287,P050,3,17562,30,36880.2,34877.55,North,Maharashtra,Pune,Mobile App,Standard,2,Card,Delivered,2002.65,,,
O02497,8/15/2025,C0498,P035,1,5572,0,5572,4832.59,South,Telangana,Hyderabad,Marketplace,Express,1,Card,Delivered,739.41,,,
O00473,4/29/2025,C0344,P048,4,29199,25,87597,73955.75,North,Karnataka,Bengaluru,Marketplace,Express,5,UPI,Delivered,13641.25,,,
O00474,29/01/2025,C0292,P030,2,36184,30,50657.6,52633.04,East,Telangana,Hyderabad,Mobile App,Standard,5,Card,Delivered,-1975.44,,,
O00475,4/9/2025,C0289,P045,2,29073,-5,58146,47499.59,North,Telangana,Hyderabad,Mobile App,Standard,4,Card,Cancelled,10646.41,,,
O00476,7/30/2025,C0243,P039,1,1936,0,1936,1202.19,West,Maharashtra,Mumbai,Website,Express,7,UPI,Cancelled,733.81,,,
O00477,22/10/2025,C0158,P003,4,23620,10,85032,66358.46,North,Maharashtra,Mumbai,Mobile App,Express,7,COD,Cancelled,18673.54,,,
O00478,2/10/2025,C0059,P007,2,22154,30,31015.6,35694.34,West,Karnataka,Bengaluru,Marketplace,Express,3,Card,Delivered,-4678.74,,,
O00479,11/1/2025,C0033,P008,3,10979,10,29643.3,23933.76,West,Telangana,Hyderabad,Marketplace,Standard,7,UPI,Cancelled,5709.54,,,
O00480,3/6/2025,C0064,P015,5,48202,-5,241010,147398.08,East,Telangana,Hyderabad,Website,Standard,1,Card,Delivered,93611.92,,,
O00481,2/12/2025,C0393,P022,1,33193,30,23235.1,30919.72,South,Telangana,Hyderabad,Website,Same Day,6,Card,Cancelled,-7684.62,,,
O00482,20/10/2025,C0413,P036,3,34901,30,73292.1,87102.41,North,Telangana,Hyderabad,Marketplace,Express,7,UPI,Cancelled,-13810.31,,,
O00483,1/23/2025,C0174,P020,2,17426,0,34852,22773.48,West,Telangana,Hyderabad,Website,Express,3,Net Banking,Delivered,12078.52,,,
O00484,10/14/2025,C0226,P010,2,41051,10,73891.8,73271.38,West,Maharashtra,Pune,Marketplace,Same Day,1,COD,Cancelled,620.42,,,
O00485,12/22/2025,C0060,P031,5,10724,25,40215,40182,West,Maharashtra,Pune,Marketplace,Standard,2,Card,Delivered,33,,,
O00486,5/27/2025,C0298,P046,2,18317,-5,36634,31238.38,East,Telangana,Hyderabad,Website,Standard,4,UPI,Delivered,5395.62,,,
O00487,5/31/2025,C0082,P014,2,36385,30,50939,62074.73,North,Maharashtra,Pune,Mobile App,Express,4,Net Banking,Delivered,-11135.73,,,
O00488,2/5/2025,C0156,P008,1,46335,0,46335,36930.4,West,Telangana,Hyderabad,Marketplace,Express,6,COD,Delivered,9404.6,,,
O00489,3/8/2025,C0374,P038,2,48976,20,78361.6,66139.66,West,Telangana,Hyderabad,Mobile App,Same Day,1,COD,Cancelled,12221.94,,,
O00490,12/27/2025,C0262,P038,4,32473,10,116902.8,81419.72,North,Telangana,Hyderabad,Mobile App,Standard,2,UPI,Delivered,35483.08,,,
O00491,10/1/2025,C0022,P004,2,948,0,1896,1305.64,West,Telangana,Hyderabad,Marketplace,Standard,5,UPI,Delivered,590.36,,,
O00492,7/6/2025,C0225,P040,2,46321,0,92642,70560.33,South,Telangana,Hyderabad,Marketplace,Express,4,Card,Cancelled,22081.67,,,
O00493,3/1/2025,C0052,P048,5,40918,25,153442.5,139726.77,East,Telangana,Hyderabad,Marketplace,Express,1,COD,Delivered,13715.73,,,
O00494,12/9/2025,C0441,P028,4,22441,0,89764,55168.1,South,Maharashtra,Mumbai,Website,Express,2,Card,Delivered,34595.9,,,
O00495,2/12/2025,C0347,P015,4,22501,20,72003.2,57467.71,South,Maharashtra,Mumbai,Marketplace,Standard,7,Card,Delivered,14535.49,,,
O00496,8/25/2025,C0064,P016,4,38992,30,109177.6,133632.34,North,Telangana,Hyderabad,Mobile App,Standard,6,Net Banking,Delivered,-24454.74,,,
O00497,18/11/2025,C0302,P009,2,11905,30,16667,16203.22,West,Telangana,Hyderabad,Website,Express,2,Card,Cancelled,463.78,,,
O00498,17/05/2025,C0248,P008,2,9375,15,15937.5,17407.77,West,Telangana,Hyderabad,Website,Express,1,Net Banking,Delivered,-1470.27,,,
O00499,3/3/2025,C0250,P048,2,49964,15,84938.8,74078.64,East,Telangana,Hyderabad,Website,Express,3,Card,Delivered,10860.16,,,
O00500,6/4/2025,C0103,P013,5,11851,0,59255,47176.64,South,Telangana,Hyderabad,Mobile App,Standard,5,Net Banking,Delivered,12078.36,,,
O00501,8/12/2025,C0114,P043,2,25394,15,43169.8,36920.22,East,Telangana,Hyderabad,Mobile App,Express,4,COD,Delivered,6249.58,,,
O00502,3/7/2025,C0392,P048,5,1511,0,7555,4846.99,North,Telangana,Hyderabad,Marketplace,Same Day,2,Card,Cancelled,2708.01,,,
O00503,22/08/2025,C0366,P030,4,49291,5,187305.8,120498,West,Maharashtra,Pune,Mobile App,Express,3,Net Banking,Delivered,66807.8,,,
O00504,27/07/2025,C0117,P022,4,26220,0,104880,83164.54,West,Telangana,Hyderabad,Marketplace,Express,7,UPI,Cancelled,21715.46,,,
O00505,7/15/2025,C0448,P046,1,24706,25,18529.5,22262.6,West,Karnataka,Bengaluru,Mobile App,Express,5,Net Banking,Cancelled,-3733.1,,,
O00506,9/18/2025,C0054,P050,2,24522,20,39235.2,37227.41,North,Maharashtra,Pune,Mobile App,Express,6,Card,Cancelled,2007.79,,,
O00507,2/26/2025,C0330,P035,1,21181,20,16944.8,13222.22,South,Karnataka,Bengaluru,Mobile App,Express,4,Net Banking,Delivered,3722.58,,,
O00508,7/16/2025,C0121,P015,2,42926,0,85852,71485.3,West,Telangana,Hyderabad,Marketplace,Express,6,Net Banking,Delivered,14366.7,,,
O00509,11/3/2025,C0185,P050,5,37029,25,138858.75,175791.73,North,Telangana,Hyderabad,Website,Express,4,UPI,Delivered,-36932.98,,,
O00510,2/2/2025,C0077,P019,5,38693,20,154772,117092.71,North,Telangana,Hyderabad,Marketplace,Express,7,Card,Delivered,37679.29,,,
O00511,16/11/2025,C0262,P047,1,47450,20,37960,36009.59,West,Karnataka,Bengaluru,Mobile App,Standard,1,Net Banking,Delivered,1950.41,,,
O00512,8/5/2025,C0334,P034,4,15261,35,42730.8,47649.95,South,Karnataka,Bengaluru,Website,Express,3,Net Banking,Delivered,-4919.15,,,
O00513,29/06/2025,C0036,P015,4,37769,10,135968.4,115101.43,East,Telangana,Hyderabad,Mobile App,Express,2,Card,Cancelled,20866.97,,,
O00514,10/8/2025,C0312,P001,4,10847,5,41218.6,30842.18,East,Telangana,Hyderabad,Website,Express,5,UPI,Cancelled,10376.42,,,
O00515,9/3/2025,C0225,P020,2,11285,5,21441.5,14059.37,North,Karnataka,Bengaluru,Marketplace,Express,4,Card,Cancelled,7382.13,,,
O00516,8/2/2025,C0026,P003,3,2957,-5,8871,5671.06,North,Karnataka,Bengaluru,Website,Express,6,Net Banking,Delivered,3199.94,,,
O00517,3/2/2025,C0238,P030,5,6178,0,30890,28770.9,West,Telangana,Hyderabad,Website,Express,5,Net Banking,Delivered,2119.1,,,
O00518,1/6/2025,C0311,P005,4,20019,-5,80076,56666.37,South,Telangana,Hyderabad,Marketplace,Express,2,Net Banking,Cancelled,23409.63,,,
O00519,22/02/2025,C0184,P036,4,35336,0,141344,90502.57,East,Maharashtra,Mumbai,Website,Standard,6,Card,Cancelled,50841.43,,,
O00520,7/11/2025,C0164,P002,4,32170,25,96510,114191.82,South,Telangana,Hyderabad,Website,Express,4,Net Banking,Delivered,-17681.82,,,
O00521,2/27/2025,C0325,P024,2,19807,25,29710.5,28413.01,East,Telangana,Hyderabad,Marketplace,Express,1,UPI,Delivered,1297.49,,,
O00522,7/1/2025,C0242,P025,3,9064,15,23113.2,22900.55,North,Telangana,Hyderabad,Marketplace,Same Day,7,Card,Delivered,212.65,,,
O00523,1/12/2025,C0334,P045,4,37112,30,103913.6,119862.46,South,Telangana,Hyderabad,Marketplace,Standard,7,UPI,Delivered,-15948.86,,,
O00524,16/04/2025,C0332,P023,1,4559,20,3647.2,4261.5,South,Telangana,Hyderabad,Marketplace,Express,3,UPI,Cancelled,-614.3,,,
O00525,1/21/2025,C0138,P030,2,42671,35,59739.4,79033.45,North,Telangana,Hyderabad,Marketplace,Express,4,COD,Delivered,-19294.05,,,
O00526,6/16/2025,C0365,P006,1,38908,0,38908,23371.22,South,Telangana,Hyderabad,Marketplace,Express,6,Card,Cancelled,15536.78,,,
O00527,2/15/2025,C0339,P041,5,48597,5,230835.75,207050.5,West,Telangana,Hyderabad,Mobile App,Standard,5,Net Banking,Delivered,23785.25,,,
O00528,6/6/2025,C0413,P025,1,35436,35,24805.2,26303.48,South,Telangana,Hyderabad,Marketplace,Express,2,Card,Cancelled,-1498.28,,,
O00529,3/12/2025,C0486,P023,4,35280,0,141120,109022.32,West,Telangana,Hyderabad,Mobile App,Express,6,Card,Delivered,32097.68,,,
O00530,3/1/2025,C0464,P049,4,25051,35,70142.8,83774.05,North,Telangana,Hyderabad,Website,Express,7,Net Banking,Cancelled,-13631.25,,,
O00531,25/10/2025,C0059,P029,1,46883,0,46883,43757.22,West,Telangana,Hyderabad,Mobile App,Express,1,UPI,Delivered,3125.78,,,
O00532,22/11/2025,C0254,P021,3,30624,35,64310.4,70549.6,West,Telangana,Hyderabad,Mobile App,Standard,5,COD,Delivered,-6239.2,,,
O00533,1/2/2025,C0432,P017,5,40821,0,204105,174784.74,East,Telangana,Hyderabad,Mobile App,Express,2,Net Banking,Cancelled,29320.26,,,
O00534,1/26/2025,C0112,P011,3,24901,25,56027.25,48095.24,South,Telangana,Hyderabad,Website,Express,4,UPI,Cancelled,7932.01,,,
O00535,24/02/2025,C0213,P006,2,21355,25,32032.5,36011.99,North,Maharashtra,Pune,Marketplace,Standard,6,Net Banking,Delivered,-3979.49,,,
